2024-08-28 18:27:23,862 [main] INFO  o.a.i.d.s.d.c.s.CompactionScheduleTaskManager:76 - Compaction schedule task manager started. 
2024-08-28 18:30:07,912 [pool-28-IoTDB-Compaction-Worker-1] INFO  o.a.i.d.s.d.c.e.t.InnerSpaceCompactionTask:253 - root.test.g_0-4 [Compaction] compaction with selected files [file is /data/iotdb/t_m_0827_db02fdf/data/datanode/data/sequence/root.test.g_0/4/2539/1712713502372-151-0-0.tsfile, status: COMPACTING, file is /data/iotdb/t_m_0827_db02fdf/data/datanode/data/sequence/root.test.g_0/4/2539/1712713509889-152-0-0.tsfile, status: COMPACTING, file is /data/iotdb/t_m_0827_db02fdf/data/datanode/data/sequence/root.test.g_0/4/2539/1712713518594-153-0-0.tsfile, status: COMPACTING, file is /data/iotdb/t_m_0827_db02fdf/data/datanode/data/sequence/root.test.g_0/4/2539/1712713527115-154-0-0.tsfile, status: COMPACTING, file is /data/iotdb/t_m_0827_db02fdf/data/datanode/data/sequence/root.test.g_0/4/2539/1712713535713-155-0-0.tsfile, status: COMPACTING, file is /data/iotdb/t_m_0827_db02fdf/data/datanode/data/sequence/root.test.g_0/4/2539/1712713546601-156-0-0.tsfile, status: COMPACTING, file is /data/iotdb/t_m_0827_db02fdf/data/datanode/data/sequence/root.test.g_0/4/2539/1712713554278-157-0-0.tsfile, status: COMPACTING, file is /data/iotdb/t_m_0827_db02fdf/data/datanode/data/sequence/root.test.g_0/4/2539/1712713562165-158-0-0.tsfile, status: COMPACTING, file is /data/iotdb/t_m_0827_db02fdf/data/datanode/data/sequence/root.test.g_0/4/2539/1712713571210-159-0-0.tsfile, status: COMPACTING, file is /data/iotdb/t_m_0827_db02fdf/data/datanode/data/sequence/root.test.g_0/4/2539/1712713578890-160-0-0.tsfile, status: COMPACTING, file is /data/iotdb/t_m_0827_db02fdf/data/datanode/data/sequence/root.test.g_0/4/2539/1712713587289-161-0-0.tsfile, status: COMPACTING, file is /data/iotdb/t_m_0827_db02fdf/data/datanode/data/sequence/root.test.g_0/4/2539/1712713596454-162-0-0.tsfile, status: COMPACTING, file is /data/iotdb/t_m_0827_db02fdf/data/datanode/data/sequence/root.test.g_0/4/2539/1712713603214-163-0-0.tsfile, status: COMPACTING, file is /data/iotdb/t_m_0827_db02fdf/data/datanode/data/sequence/root.test.g_0/4/2539/1712713612402-164-0-0.tsfile, status: COMPACTING, file is /data/iotdb/t_m_0827_db02fdf/data/datanode/data/sequence/root.test.g_0/4/2539/1712713620926-165-0-0.tsfile, status: COMPACTING, file is /data/iotdb/t_m_0827_db02fdf/data/datanode/data/sequence/root.test.g_0/4/2539/1712713629150-166-0-0.tsfile, status: COMPACTING, file is /data/iotdb/t_m_0827_db02fdf/data/datanode/data/sequence/root.test.g_0/4/2539/1712713639012-167-0-0.tsfile, status: COMPACTING, file is /data/iotdb/t_m_0827_db02fdf/data/datanode/data/sequence/root.test.g_0/4/2539/1712713647074-168-0-0.tsfile, status: COMPACTING, file is /data/iotdb/t_m_0827_db02fdf/data/datanode/data/sequence/root.test.g_0/4/2539/1712713656447-169-0-0.tsfile, status: COMPACTING, file is /data/iotdb/t_m_0827_db02fdf/data/datanode/data/sequence/root.test.g_0/4/2539/1712713665246-170-0-0.tsfile, status: COMPACTING, file is /data/iotdb/t_m_0827_db02fdf/data/datanode/data/sequence/root.test.g_0/4/2539/1712713673671-171-0-0.tsfile, status: COMPACTING, file is /data/iotdb/t_m_0827_db02fdf/data/datanode/data/sequence/root.test.g_0/4/2539/1712713681687-172-0-0.tsfile, status: COMPACTING, file is /data/iotdb/t_m_0827_db02fdf/data/datanode/data/sequence/root.test.g_0/4/2539/1712713689657-173-0-0.tsfile, status: COMPACTING, file is /data/iotdb/t_m_0827_db02fdf/data/datanode/data/sequence/root.test.g_0/4/2539/1712713698815-174-0-0.tsfile, status: COMPACTING, file is /data/iotdb/t_m_0827_db02fdf/data/datanode/data/sequence/root.test.g_0/4/2539/1712713708240-175-0-0.tsfile, status: COMPACTING, file is /data/iotdb/t_m_0827_db02fdf/data/datanode/data/sequence/root.test.g_0/4/2539/1712713716147-176-0-0.tsfile, status: COMPACTING, file is /data/iotdb/t_m_0827_db02fdf/data/datanode/data/sequence/root.test.g_0/4/2539/1712713723569-177-0-0.tsfile, status: COMPACTING], skipped files [] 
2024-08-28 18:30:07,914 [pool-28-IoTDB-Compaction-Worker-6] INFO  o.a.i.d.s.d.c.e.t.InnerSpaceCompactionTask:253 - root.test.g_0-4 [Compaction] compaction with selected files [file is /data/iotdb/t_m_0827_db02fdf/data/datanode/data/sequence/root.test.g_0/4/2538/1712711622046-1-2-0.tsfile, status: COMPACTING, file is /data/iotdb/t_m_0827_db02fdf/data/datanode/data/sequence/root.test.g_0/4/2538/1712712109971-61-1-0.tsfile, status: COMPACTING], skipped files [] 
2024-08-28 18:30:07,914 [pool-28-IoTDB-Compaction-Worker-5] INFO  o.a.i.d.s.d.c.e.t.InnerSpaceCompactionTask:253 - root.test.g_0-3 [Compaction] compaction with selected files [file is /data/iotdb/t_m_0827_db02fdf/data/datanode/data/sequence/root.test.g_0/3/2538/1712711622154-1-2-0.tsfile, status: COMPACTING, file is /data/iotdb/t_m_0827_db02fdf/data/datanode/data/sequence/root.test.g_0/3/2538/1712712106939-61-1-0.tsfile, status: COMPACTING], skipped files [] 
2024-08-28 18:30:07,914 [pool-28-IoTDB-Compaction-Worker-3] INFO  o.a.i.d.s.d.c.e.t.InnerSpaceCompactionTask:253 - root.test.g_0-2 [Compaction] compaction with selected files [file is /data/iotdb/t_m_0827_db02fdf/data/datanode/data/sequence/root.test.g_0/2/2539/1712714190655-181-0-0.tsfile, status: COMPACTING, file is /data/iotdb/t_m_0827_db02fdf/data/datanode/data/sequence/root.test.g_0/2/2539/1712714204035-182-0-0.tsfile, status: COMPACTING], skipped files [] 
2024-08-28 18:30:07,914 [pool-28-IoTDB-Compaction-Worker-4] INFO  o.a.i.d.s.d.c.e.t.InnerSpaceCompactionTask:253 - root.test.g_0-2 [Compaction] compaction with selected files [file is /data/iotdb/t_m_0827_db02fdf/data/datanode/data/sequence/root.test.g_0/2/2538/1712711622262-1-2-0.tsfile, status: COMPACTING, file is /data/iotdb/t_m_0827_db02fdf/data/datanode/data/sequence/root.test.g_0/2/2538/1712712151730-61-1-0.tsfile, status: COMPACTING], skipped files [] 
2024-08-28 18:30:08,006 [pool-28-IoTDB-Compaction-Worker-2] INFO  o.a.i.d.s.d.c.e.t.InnerSpaceCompactionTask:235 - root.test.g_0-3 [Compaction] Sequence InnerSpaceCompaction task starts with 8 files, total file size is 173 MB, estimated memory cost is 21.25 MB 
2024-08-28 18:30:08,011 [pool-28-IoTDB-Compaction-Worker-2] INFO  o.a.i.d.s.d.c.e.t.InnerSpaceCompactionTask:253 - root.test.g_0-3 [Compaction] compaction with selected files [file is /data/iotdb/t_m_0827_db02fdf/data/datanode/data/sequence/root.test.g_0/3/2539/1712714184646-181-0-0.tsfile, status: COMPACTING, file is /data/iotdb/t_m_0827_db02fdf/data/datanode/data/sequence/root.test.g_0/3/2539/1712714196687-182-0-0.tsfile, status: COMPACTING, file is /data/iotdb/t_m_0827_db02fdf/data/datanode/data/sequence/root.test.g_0/3/2539/1712714211731-183-0-0.tsfile, status: COMPACTING, file is /data/iotdb/t_m_0827_db02fdf/data/datanode/data/sequence/root.test.g_0/3/2539/1712714226868-184-0-0.tsfile, status: COMPACTING, file is /data/iotdb/t_m_0827_db02fdf/data/datanode/data/sequence/root.test.g_0/3/2539/1712714239638-185-0-0.tsfile, status: COMPACTING, file is /data/iotdb/t_m_0827_db02fdf/data/datanode/data/sequence/root.test.g_0/3/2539/1712714250570-186-0-0.tsfile, status: COMPACTING, file is /data/iotdb/t_m_0827_db02fdf/data/datanode/data/sequence/root.test.g_0/3/2539/1712714261320-187-0-0.tsfile, status: COMPACTING, file is /data/iotdb/t_m_0827_db02fdf/data/datanode/data/sequence/root.test.g_0/3/2539/1712714272639-188-0-0.tsfile, status: COMPACTING], skipped files [] 
2024-08-28 18:30:58,328 [pool-28-IoTDB-Compaction-Worker-3] INFO  o.a.i.d.s.d.c.e.u.CompactionUtils:335 - [Compaction] delete file: /data/iotdb/t_m_0827_db02fdf/data/datanode/data/sequence/root.test.g_0/2/2539/1712714190655-181-0-0.tsfile 
2024-08-28 18:30:58,329 [pool-28-IoTDB-Compaction-Worker-3] INFO  o.a.i.d.s.d.c.e.u.CompactionUtils:335 - [Compaction] delete file: /data/iotdb/t_m_0827_db02fdf/data/datanode/data/sequence/root.test.g_0/2/2539/1712714204035-182-0-0.tsfile 
2024-08-28 18:30:58,330 [pool-28-IoTDB-Compaction-Worker-3] INFO  o.a.i.d.s.d.c.e.t.InnerSpaceCompactionTask:261 - root.test.g_0-2 [Compaction] Sequence InnerSpaceCompaction task finishes successfully, target files are [file is /data/iotdb/t_m_0827_db02fdf/data/datanode/data/sequence/root.test.g_0/2/2539/1712714190655-181-1-0.tsfile, status: COMPACTING],time cost is 50.42 s, compaction speed is 0.43 MB/s, Task start time: 8/28/24 6:30 PM, total process chunk num: 16200, directly flush chunk num: 0, merge chunk num: 15600, deserialize chunk num: 600, directly flush page num: 0, total process point num: 69810000, rewrite point num: 3666000 
2024-08-28 18:31:07,914 [pool-28-IoTDB-Compaction-Worker-7] INFO  o.a.i.d.s.d.c.e.t.InnerSpaceCompactionTask:235 - root.test.g_0-3 [Compaction] Sequence InnerSpaceCompaction task starts with 2 files, total file size is 2456 MB, estimated memory cost is 21.25 MB 
2024-08-28 18:31:07,914 [pool-28-IoTDB-Compaction-Worker-8] INFO  o.a.i.d.s.d.c.e.t.InnerSpaceCompactionTask:235 - root.test.g_0-4 [Compaction] Sequence InnerSpaceCompaction task starts with 2 files, total file size is 2250 MB, estimated memory cost is 21.25 MB 
2024-08-28 18:31:07,914 [pool-28-IoTDB-Compaction-Worker-9] INFO  o.a.i.d.s.d.c.e.t.InnerSpaceCompactionTask:235 - root.test.g_0-2 [Compaction] Sequence InnerSpaceCompaction task starts with 2 files, total file size is 976 MB, estimated memory cost is 21.25 MB 
2024-08-28 18:31:07,916 [pool-28-IoTDB-Compaction-Worker-9] INFO  o.a.i.d.s.d.c.e.t.InnerSpaceCompactionTask:253 - root.test.g_0-2 [Compaction] compaction with selected files [file is /data/iotdb/t_m_0827_db02fdf/data/datanode/data/sequence/root.test.g_0/2/2539/1712713548582-121-2-0.tsfile, status: COMPACTING, file is /data/iotdb/t_m_0827_db02fdf/data/datanode/data/sequence/root.test.g_0/2/2539/1712714190655-181-1-0.tsfile, status: COMPACTING], skipped files [] 
2024-08-28 18:31:07,916 [pool-28-IoTDB-Compaction-Worker-7] INFO  o.a.i.d.s.d.c.e.t.InnerSpaceCompactionTask:253 - root.test.g_0-3 [Compaction] compaction with selected files [file is /data/iotdb/t_m_0827_db02fdf/data/datanode/data/sequence/root.test.g_0/3/2539/1712712200355-1-3-0.tsfile, status: COMPACTING, file is /data/iotdb/t_m_0827_db02fdf/data/datanode/data/sequence/root.test.g_0/3/2539/1712713489331-121-2-0.tsfile, status: COMPACTING], skipped files [] 
2024-08-28 18:31:07,916 [pool-28-IoTDB-Compaction-Worker-8] INFO  o.a.i.d.s.d.c.e.t.InnerSpaceCompactionTask:253 - root.test.g_0-4 [Compaction] compaction with selected files [file is /data/iotdb/t_m_0827_db02fdf/data/datanode/data/sequence/root.test.g_0/4/2539/1712712244928-1-3-0.tsfile, status: COMPACTING, file is /data/iotdb/t_m_0827_db02fdf/data/datanode/data/sequence/root.test.g_0/4/2539/1712713240214-121-1-0.tsfile, status: COMPACTING], skipped files [] 
2024-08-28 18:32:36,070 [pool-28-IoTDB-Compaction-Worker-2] INFO  o.a.i.d.s.d.c.e.u.CompactionUtils:335 - [Compaction] delete file: /data/iotdb/t_m_0827_db02fdf/data/datanode/data/sequence/root.test.g_0/3/2539/1712714184646-181-0-0.tsfile 
2024-08-28 18:32:36,073 [pool-28-IoTDB-Compaction-Worker-2] INFO  o.a.i.d.s.d.c.e.u.CompactionUtils:335 - [Compaction] delete file: /data/iotdb/t_m_0827_db02fdf/data/datanode/data/sequence/root.test.g_0/3/2539/1712714196687-182-0-0.tsfile 
2024-08-28 18:32:36,076 [pool-28-IoTDB-Compaction-Worker-2] INFO  o.a.i.d.s.d.c.e.u.CompactionUtils:335 - [Compaction] delete file: /data/iotdb/t_m_0827_db02fdf/data/datanode/data/sequence/root.test.g_0/3/2539/1712714211731-183-0-0.tsfile 
2024-08-28 18:32:36,078 [pool-28-IoTDB-Compaction-Worker-2] INFO  o.a.i.d.s.d.c.e.u.CompactionUtils:335 - [Compaction] delete file: /data/iotdb/t_m_0827_db02fdf/data/datanode/data/sequence/root.test.g_0/3/2539/1712714226868-184-0-0.tsfile 
2024-08-28 18:32:36,080 [pool-28-IoTDB-Compaction-Worker-2] INFO  o.a.i.d.s.d.c.e.u.CompactionUtils:335 - [Compaction] delete file: /data/iotdb/t_m_0827_db02fdf/data/datanode/data/sequence/root.test.g_0/3/2539/1712714239638-185-0-0.tsfile 
2024-08-28 18:32:36,083 [pool-28-IoTDB-Compaction-Worker-2] INFO  o.a.i.d.s.d.c.e.u.CompactionUtils:335 - [Compaction] delete file: /data/iotdb/t_m_0827_db02fdf/data/datanode/data/sequence/root.test.g_0/3/2539/1712714250570-186-0-0.tsfile 
2024-08-28 18:32:36,085 [pool-28-IoTDB-Compaction-Worker-2] INFO  o.a.i.d.s.d.c.e.u.CompactionUtils:335 - [Compaction] delete file: /data/iotdb/t_m_0827_db02fdf/data/datanode/data/sequence/root.test.g_0/3/2539/1712714261320-187-0-0.tsfile 
2024-08-28 18:32:36,087 [pool-28-IoTDB-Compaction-Worker-2] INFO  o.a.i.d.s.d.c.e.u.CompactionUtils:335 - [Compaction] delete file: /data/iotdb/t_m_0827_db02fdf/data/datanode/data/sequence/root.test.g_0/3/2539/1712714272639-188-0-0.tsfile 
2024-08-28 18:32:36,087 [pool-28-IoTDB-Compaction-Worker-2] INFO  o.a.i.d.s.d.c.e.t.InnerSpaceCompactionTask:261 - root.test.g_0-3 [Compaction] Sequence InnerSpaceCompaction task finishes successfully, target files are [file is /data/iotdb/t_m_0827_db02fdf/data/datanode/data/sequence/root.test.g_0/3/2539/1712714184646-181-1-0.tsfile, status: COMPACTING],time cost is 148.08 s, compaction speed is 1.17 MB/s, Task start time: 8/28/24 6:30 PM, total process chunk num: 96000, directly flush chunk num: 0, merge chunk num: 96000, deserialize chunk num: 0, directly flush page num: 0, total process point num: 610296000, rewrite point num: 0 
2024-08-28 18:34:55,332 [pool-28-IoTDB-Compaction-Worker-1] INFO  o.a.i.d.s.d.c.e.u.CompactionUtils:335 - [Compaction] delete file: /data/iotdb/t_m_0827_db02fdf/data/datanode/data/sequence/root.test.g_0/4/2539/1712713502372-151-0-0.tsfile 
2024-08-28 18:34:55,335 [pool-28-IoTDB-Compaction-Worker-1] INFO  o.a.i.d.s.d.c.e.u.CompactionUtils:335 - [Compaction] delete file: /data/iotdb/t_m_0827_db02fdf/data/datanode/data/sequence/root.test.g_0/4/2539/1712713509889-152-0-0.tsfile 
2024-08-28 18:34:55,337 [pool-28-IoTDB-Compaction-Worker-1] INFO  o.a.i.d.s.d.c.e.u.CompactionUtils:335 - [Compaction] delete file: /data/iotdb/t_m_0827_db02fdf/data/datanode/data/sequence/root.test.g_0/4/2539/1712713518594-153-0-0.tsfile 
2024-08-28 18:34:55,339 [pool-28-IoTDB-Compaction-Worker-1] INFO  o.a.i.d.s.d.c.e.u.CompactionUtils:335 - [Compaction] delete file: /data/iotdb/t_m_0827_db02fdf/data/datanode/data/sequence/root.test.g_0/4/2539/1712713527115-154-0-0.tsfile 
2024-08-28 18:34:55,341 [pool-28-IoTDB-Compaction-Worker-1] INFO  o.a.i.d.s.d.c.e.u.CompactionUtils:335 - [Compaction] delete file: /data/iotdb/t_m_0827_db02fdf/data/datanode/data/sequence/root.test.g_0/4/2539/1712713535713-155-0-0.tsfile 
2024-08-28 18:34:55,343 [pool-28-IoTDB-Compaction-Worker-1] INFO  o.a.i.d.s.d.c.e.u.CompactionUtils:335 - [Compaction] delete file: /data/iotdb/t_m_0827_db02fdf/data/datanode/data/sequence/root.test.g_0/4/2539/1712713546601-156-0-0.tsfile 
2024-08-28 18:34:55,345 [pool-28-IoTDB-Compaction-Worker-1] INFO  o.a.i.d.s.d.c.e.u.CompactionUtils:335 - [Compaction] delete file: /data/iotdb/t_m_0827_db02fdf/data/datanode/data/sequence/root.test.g_0/4/2539/1712713554278-157-0-0.tsfile 
2024-08-28 18:34:55,346 [pool-28-IoTDB-Compaction-Worker-1] INFO  o.a.i.d.s.d.c.e.u.CompactionUtils:335 - [Compaction] delete file: /data/iotdb/t_m_0827_db02fdf/data/datanode/data/sequence/root.test.g_0/4/2539/1712713562165-158-0-0.tsfile 
2024-08-28 18:34:55,348 [pool-28-IoTDB-Compaction-Worker-1] INFO  o.a.i.d.s.d.c.e.u.CompactionUtils:335 - [Compaction] delete file: /data/iotdb/t_m_0827_db02fdf/data/datanode/data/sequence/root.test.g_0/4/2539/1712713571210-159-0-0.tsfile 
2024-08-28 18:34:55,349 [pool-28-IoTDB-Compaction-Worker-1] INFO  o.a.i.d.s.d.c.e.u.CompactionUtils:335 - [Compaction] delete file: /data/iotdb/t_m_0827_db02fdf/data/datanode/data/sequence/root.test.g_0/4/2539/1712713578890-160-0-0.tsfile 
2024-08-28 18:34:55,351 [pool-28-IoTDB-Compaction-Worker-1] INFO  o.a.i.d.s.d.c.e.u.CompactionUtils:335 - [Compaction] delete file: /data/iotdb/t_m_0827_db02fdf/data/datanode/data/sequence/root.test.g_0/4/2539/1712713587289-161-0-0.tsfile 
2024-08-28 18:34:55,353 [pool-28-IoTDB-Compaction-Worker-1] INFO  o.a.i.d.s.d.c.e.u.CompactionUtils:335 - [Compaction] delete file: /data/iotdb/t_m_0827_db02fdf/data/datanode/data/sequence/root.test.g_0/4/2539/1712713596454-162-0-0.tsfile 
2024-08-28 18:34:55,354 [pool-28-IoTDB-Compaction-Worker-1] INFO  o.a.i.d.s.d.c.e.u.CompactionUtils:335 - [Compaction] delete file: /data/iotdb/t_m_0827_db02fdf/data/datanode/data/sequence/root.test.g_0/4/2539/1712713603214-163-0-0.tsfile 
2024-08-28 18:34:55,356 [pool-28-IoTDB-Compaction-Worker-1] INFO  o.a.i.d.s.d.c.e.u.CompactionUtils:335 - [Compaction] delete file: /data/iotdb/t_m_0827_db02fdf/data/datanode/data/sequence/root.test.g_0/4/2539/1712713612402-164-0-0.tsfile 
2024-08-28 18:34:55,358 [pool-28-IoTDB-Compaction-Worker-1] INFO  o.a.i.d.s.d.c.e.u.CompactionUtils:335 - [Compaction] delete file: /data/iotdb/t_m_0827_db02fdf/data/datanode/data/sequence/root.test.g_0/4/2539/1712713620926-165-0-0.tsfile 
2024-08-28 18:34:55,360 [pool-28-IoTDB-Compaction-Worker-1] INFO  o.a.i.d.s.d.c.e.u.CompactionUtils:335 - [Compaction] delete file: /data/iotdb/t_m_0827_db02fdf/data/datanode/data/sequence/root.test.g_0/4/2539/1712713629150-166-0-0.tsfile 
2024-08-28 18:34:55,362 [pool-28-IoTDB-Compaction-Worker-1] INFO  o.a.i.d.s.d.c.e.u.CompactionUtils:335 - [Compaction] delete file: /data/iotdb/t_m_0827_db02fdf/data/datanode/data/sequence/root.test.g_0/4/2539/1712713639012-167-0-0.tsfile 
2024-08-28 18:34:55,363 [pool-28-IoTDB-Compaction-Worker-1] INFO  o.a.i.d.s.d.c.e.u.CompactionUtils:335 - [Compaction] delete file: /data/iotdb/t_m_0827_db02fdf/data/datanode/data/sequence/root.test.g_0/4/2539/1712713647074-168-0-0.tsfile 
2024-08-28 18:34:55,365 [pool-28-IoTDB-Compaction-Worker-1] INFO  o.a.i.d.s.d.c.e.u.CompactionUtils:335 - [Compaction] delete file: /data/iotdb/t_m_0827_db02fdf/data/datanode/data/sequence/root.test.g_0/4/2539/1712713656447-169-0-0.tsfile 
2024-08-28 18:34:55,367 [pool-28-IoTDB-Compaction-Worker-1] INFO  o.a.i.d.s.d.c.e.u.CompactionUtils:335 - [Compaction] delete file: /data/iotdb/t_m_0827_db02fdf/data/datanode/data/sequence/root.test.g_0/4/2539/1712713665246-170-0-0.tsfile 
2024-08-28 18:34:55,368 [pool-28-IoTDB-Compaction-Worker-1] INFO  o.a.i.d.s.d.c.e.u.CompactionUtils:335 - [Compaction] delete file: /data/iotdb/t_m_0827_db02fdf/data/datanode/data/sequence/root.test.g_0/4/2539/1712713673671-171-0-0.tsfile 
2024-08-28 18:34:55,370 [pool-28-IoTDB-Compaction-Worker-1] INFO  o.a.i.d.s.d.c.e.u.CompactionUtils:335 - [Compaction] delete file: /data/iotdb/t_m_0827_db02fdf/data/datanode/data/sequence/root.test.g_0/4/2539/1712713681687-172-0-0.tsfile 
2024-08-28 18:34:55,372 [pool-28-IoTDB-Compaction-Worker-1] INFO  o.a.i.d.s.d.c.e.u.CompactionUtils:335 - [Compaction] delete file: /data/iotdb/t_m_0827_db02fdf/data/datanode/data/sequence/root.test.g_0/4/2539/1712713689657-173-0-0.tsfile 
2024-08-28 18:34:55,374 [pool-28-IoTDB-Compaction-Worker-1] INFO  o.a.i.d.s.d.c.e.u.CompactionUtils:335 - [Compaction] delete file: /data/iotdb/t_m_0827_db02fdf/data/datanode/data/sequence/root.test.g_0/4/2539/1712713698815-174-0-0.tsfile 
2024-08-28 18:34:55,376 [pool-28-IoTDB-Compaction-Worker-1] INFO  o.a.i.d.s.d.c.e.u.CompactionUtils:335 - [Compaction] delete file: /data/iotdb/t_m_0827_db02fdf/data/datanode/data/sequence/root.test.g_0/4/2539/1712713708240-175-0-0.tsfile 
2024-08-28 18:34:55,377 [pool-28-IoTDB-Compaction-Worker-1] INFO  o.a.i.d.s.d.c.e.u.CompactionUtils:335 - [Compaction] delete file: /data/iotdb/t_m_0827_db02fdf/data/datanode/data/sequence/root.test.g_0/4/2539/1712713716147-176-0-0.tsfile 
2024-08-28 18:34:55,378 [pool-28-IoTDB-Compaction-Worker-1] INFO  o.a.i.d.s.d.c.e.u.CompactionUtils:335 - [Compaction] delete file: /data/iotdb/t_m_0827_db02fdf/data/datanode/data/sequence/root.test.g_0/4/2539/1712713723569-177-0-0.tsfile 
2024-08-28 18:34:55,379 [pool-28-IoTDB-Compaction-Worker-1] INFO  o.a.i.d.s.d.c.e.t.InnerSpaceCompactionTask:261 - root.test.g_0-4 [Compaction] Sequence InnerSpaceCompaction task finishes successfully, target files are [file is /data/iotdb/t_m_0827_db02fdf/data/datanode/data/sequence/root.test.g_0/4/2539/1712713502372-151-1-0.tsfile, status: COMPACTING],time cost is 287.47 s, compaction speed is 1.39 MB/s, Task start time: 8/28/24 6:30 PM, total process chunk num: 323400, directly flush chunk num: 0, merge chunk num: 322200, deserialize chunk num: 1200, directly flush page num: 0, total process point num: 1252524000, rewrite point num: 822000 
2024-08-28 18:36:59,541 [pool-28-IoTDB-Compaction-Worker-5] INFO  o.a.i.d.s.d.c.e.u.CompactionUtils:335 - [Compaction] delete file: /data/iotdb/t_m_0827_db02fdf/data/datanode/data/sequence/root.test.g_0/3/2538/1712711622154-1-2-0.tsfile 
2024-08-28 18:36:59,557 [pool-28-IoTDB-Compaction-Worker-5] INFO  o.a.i.d.s.d.c.e.u.CompactionUtils:335 - [Compaction] delete file: /data/iotdb/t_m_0827_db02fdf/data/datanode/data/sequence/root.test.g_0/3/2538/1712712106939-61-1-0.tsfile 
2024-08-28 18:36:59,557 [pool-28-IoTDB-Compaction-Worker-5] INFO  o.a.i.d.s.d.c.e.t.InnerSpaceCompactionTask:261 - root.test.g_0-3 [Compaction] Sequence InnerSpaceCompaction task finishes successfully, target files are [file is /data/iotdb/t_m_0827_db02fdf/data/datanode/data/sequence/root.test.g_0/3/2538/1712711622154-1-3-0.tsfile, status: COMPACTING],time cost is 411.65 s, compaction speed is 2.55 MB/s, Task start time: 8/28/24 6:30 PM, total process chunk num: 48000, directly flush chunk num: 24000, merge chunk num: 24000, deserialize chunk num: 0, directly flush page num: 0, total process point num: 3455988000, rewrite point num: 0 
2024-08-28 18:37:00,349 [pool-28-IoTDB-Compaction-Worker-6] INFO  o.a.i.d.s.d.c.e.u.CompactionUtils:335 - [Compaction] delete file: /data/iotdb/t_m_0827_db02fdf/data/datanode/data/sequence/root.test.g_0/4/2538/1712711622046-1-2-0.tsfile 
2024-08-28 18:37:00,369 [pool-28-IoTDB-Compaction-Worker-6] INFO  o.a.i.d.s.d.c.e.u.CompactionUtils:335 - [Compaction] delete file: /data/iotdb/t_m_0827_db02fdf/data/datanode/data/sequence/root.test.g_0/4/2538/1712712109971-61-1-0.tsfile 
2024-08-28 18:37:00,370 [pool-28-IoTDB-Compaction-Worker-6] INFO  o.a.i.d.s.d.c.e.t.InnerSpaceCompactionTask:261 - root.test.g_0-4 [Compaction] Sequence InnerSpaceCompaction task finishes successfully, target files are [file is /data/iotdb/t_m_0827_db02fdf/data/datanode/data/sequence/root.test.g_0/4/2538/1712711622046-1-3-0.tsfile, status: COMPACTING],time cost is 412.46 s, compaction speed is 2.62 MB/s, Task start time: 8/28/24 6:30 PM, total process chunk num: 48000, directly flush chunk num: 24000, merge chunk num: 24000, deserialize chunk num: 0, directly flush page num: 0, total process point num: 3455988000, rewrite point num: 0 
2024-08-28 18:37:01,525 [pool-28-IoTDB-Compaction-Worker-4] INFO  o.a.i.d.s.d.c.e.u.CompactionUtils:335 - [Compaction] delete file: /data/iotdb/t_m_0827_db02fdf/data/datanode/data/sequence/root.test.g_0/2/2538/1712711622262-1-2-0.tsfile 
2024-08-28 18:37:01,548 [pool-28-IoTDB-Compaction-Worker-4] INFO  o.a.i.d.s.d.c.e.u.CompactionUtils:335 - [Compaction] delete file: /data/iotdb/t_m_0827_db02fdf/data/datanode/data/sequence/root.test.g_0/2/2538/1712712151730-61-1-0.tsfile 
2024-08-28 18:37:01,549 [pool-28-IoTDB-Compaction-Worker-4] INFO  o.a.i.d.s.d.c.e.t.InnerSpaceCompactionTask:261 - root.test.g_0-2 [Compaction] Sequence InnerSpaceCompaction task finishes successfully, target files are [file is /data/iotdb/t_m_0827_db02fdf/data/datanode/data/sequence/root.test.g_0/2/2538/1712711622262-1-3-0.tsfile, status: COMPACTING],time cost is 413.64 s, compaction speed is 2.67 MB/s, Task start time: 8/28/24 6:30 PM, total process chunk num: 48000, directly flush chunk num: 24000, merge chunk num: 24000, deserialize chunk num: 0, directly flush page num: 0, total process point num: 3455988000, rewrite point num: 0 
2024-08-28 18:37:29,306 [pool-28-IoTDB-Compaction-Worker-9] INFO  o.a.i.d.s.d.c.e.u.CompactionUtils:335 - [Compaction] delete file: /data/iotdb/t_m_0827_db02fdf/data/datanode/data/sequence/root.test.g_0/2/2539/1712713548582-121-2-0.tsfile 
2024-08-28 18:37:29,311 [pool-28-IoTDB-Compaction-Worker-9] INFO  o.a.i.d.s.d.c.e.u.CompactionUtils:335 - [Compaction] delete file: /data/iotdb/t_m_0827_db02fdf/data/datanode/data/sequence/root.test.g_0/2/2539/1712714190655-181-1-0.tsfile 
